"word","processed","category"
"blt",TRUE,"food"
"takeout",TRUE,"service"
"bakery",TRUE,"food"
"treats",TRUE,"food"
"lgo",TRUE,"service"
"shakin",TRUE,"ambiance"
"grabbed",TRUE,"service"
"growler",TRUE,"drinks"
"walked",TRUE,"service"
"corner",TRUE,"ambiance"
"drivers",TRUE,"service"
"grilled",TRUE,"food"
"cheeseburger",TRUE,"food"
"placing",TRUE,"service"
"stella",TRUE,"drinks"
"grub",TRUE,"food"
"grain",TRUE,"food"
"slaw",TRUE,"food"
"burger",TRUE,"food"
"woman",TRUE,"ambiance"
"undercooked",TRUE,"food"
"meats",TRUE,"food"
"hamburger",TRUE,"food"
"bun",TRUE,"food"
"pile",TRUE,"other"
"shredded",TRUE,"food"
"cheddar",TRUE,"food"
"overcooked",TRUE,"food"
"tortilla",TRUE,"food"
"salt",TRUE,"food"
"juicy",TRUE,"food"
"dipping",TRUE,"food"
"presentation",TRUE,"food"
"applaud",TRUE,"service"
"forgettable",TRUE,"ambiance"
"sipping",TRUE,"drinks"
"stick",TRUE,"food"
"fast",TRUE,"service"
"conveyor",TRUE,"other"
"weekly",TRUE,"other"
"lol",TRUE,"other"
"sushi",TRUE,"other"
"quick",TRUE,"other"
"selling",TRUE,"service"
"gonna",TRUE,"other"
"portions",TRUE,"food"
"depending",TRUE,"service"
"items",TRUE,"food"
"hours",TRUE,"service"
"inattentive",TRUE,"service"
"answered",TRUE,"service"
"sits",TRUE,"ambiance"
"counters",TRUE,"service"
"pricing",TRUE,"food"
"hold",TRUE,"service"
"japanese",TRUE,"drinks"
"beers",TRUE,"drinks"
"fried",TRUE,"food"
"quesadillas",TRUE,"food"
"snacks",TRUE,"food"
"beverages",TRUE,"drinks"
"asahi",TRUE,"drinks"
"staples",TRUE,"food"
"asian",TRUE,"food"
"kimchi",TRUE,"food"
"loaded",TRUE,"food"
"hotel",TRUE,"service"
"pack",TRUE,"ambiance"
"line",TRUE,"service"
"ethnic",TRUE,"food"
"chairs",TRUE,"ambiance"
"seats",TRUE,"service"
"screen",TRUE,"ambiance"
"imax",TRUE,"service"
"i.e",TRUE,"other"
"slope",TRUE,"other"
"auditorium",TRUE,"other"
"theaters",TRUE,"other"
"heads",TRUE,"other"
"waffles",TRUE,"food"
"tea",TRUE,"drinks"
"deliciously",TRUE,"food"
"soft",TRUE,"ambiance"
"kool",TRUE,"drinks"
"eats",TRUE,"food"
"pub",TRUE,"drinks"
"eatery",TRUE,"food"
"chandler",TRUE,"service"
"visual",TRUE,"ambiance"
"lighting",TRUE,"ambiance"
"loud",TRUE,"ambiance"
"stare",TRUE,"service"
"deck",TRUE,"ambiance"
"couches",TRUE,"ambiance"
"fireplace",TRUE,"ambiance"
"hangout",TRUE,"service"
"initmate",TRUE,"ambiance"
"drinker",TRUE,"drinks"
"single",TRUE,"drinks"
"malt",TRUE,"drinks"
"scotches",TRUE,"drinks"
"glenfiddich",TRUE,"drinks"
"glenlivit",TRUE,"drinks"
"glenmorangie",TRUE,"drinks"
"ardbeg",TRUE,"drinks"
"martini",TRUE,"drinks"
"olives",TRUE,"food"
"bruschetta",TRUE,"food"
"bisque",TRUE,"food"
"select",TRUE,"food"
"platter",TRUE,"food"
"bean",TRUE,"food"
"pancetta",TRUE,"food"
"gravlax",TRUE,"food"
"caper",TRUE,"food"
"goat",TRUE,"food"
"pickled",TRUE,"food"
"fig",TRUE,"food"
"ricotta",TRUE,"food"
"prosciutto",TRUE,"food"
"brie",TRUE,"food"
"nicely",TRUE,"ambiance"
"creamy",TRUE,"food"
"smoky",TRUE,"ambiance"
"appetizers",TRUE,"food"
"fixin's",TRUE,"food"
"torte",TRUE,"food"
"hazelnut",TRUE,"food"
"gelato",TRUE,"food"
"desserts",TRUE,"food"
"puff",TRUE,"food"
"apples",TRUE,"food"
"wyder's",TRUE,"drinks"
"strongbow",TRUE,"drinks"
"boddington's",TRUE,"drinks"
"bevmo",TRUE,"service"
"brought",TRUE,"service"
"fountain",TRUE,"ambiance"
"takes",TRUE,"service"
"energy",TRUE,"ambiance"
"maizie's",TRUE,"food"
"pasta",TRUE,"food"
"carbonara",TRUE,"food"
"calamari",TRUE,"food"
"tomatoes",TRUE,"food"
"dining",TRUE,"food"
"recommendations",TRUE,"service"
"coworkers",TRUE,"service"
"11am",TRUE,"service"
"weekdays",TRUE,"service"
"amy's",TRUE,"food"
"cashiers",TRUE,"service"
"employee",TRUE,"service"
"margaritaville",TRUE,"ambiance"
"margaritas",TRUE,"drinks"
"cheeseburgers",TRUE,"food"
"yardhouse",TRUE,"service"
"senorita",TRUE,"food"
"stage",TRUE,"ambiance"
"booths",TRUE,"ambiance"
"shaker",TRUE,"drinks"
"pour",TRUE,"drinks"
"relaxing",TRUE,"ambiance"
"stool",TRUE,"ambiance"
"reservation",TRUE,"service"
"waited",TRUE,"service"
"refilled",TRUE,"service"
"refill",TRUE,"service"
"recognize",TRUE,"service"
"head",TRUE,"ambiance"
"trout",TRUE,"food"
"bones",TRUE,"food"
"embraces",TRUE,"service"
"grande",TRUE,"ambiance"
"gravy",TRUE,"food"
"invitations",TRUE,"service"
"pho",TRUE,"food"
"noodle",TRUE,"food"
"tai",TRUE,"food"
"combination",TRUE,"food"
"slow",TRUE,"service"
"fix",TRUE,"service"
"laid",TRUE,"ambiance"
"cucina",TRUE,"food"
"appetizer",TRUE,"food"
"ahi",TRUE,"food"
"tuna",TRUE,"food"
"buffalo",TRUE,"food"
"champagne",TRUE,"drinks"
"brioche",TRUE,"food"
"offers",TRUE,"service"
"waits",TRUE,"service"
"excessive",TRUE,"ambiance"
"assortment",TRUE,"food"
"fare",TRUE,"food"
"offerings",TRUE,"food"
"whites",TRUE,"drinks"
"starch",TRUE,"food"
"cottage",TRUE,"food"
"omelet",TRUE,"food"
"huevos",TRUE,"food"
"ranchero",TRUE,"food"
"buckwheat",TRUE,"food"
"pancake",TRUE,"food"
"fillings",TRUE,"food"
"bananas",TRUE,"food"
"misters",TRUE,"service"
"outdoor",TRUE,"ambiance"
"miss",TRUE,"service"
"southwestern",TRUE,"food"
"enchiladas",TRUE,"food"
"foods",TRUE,"food"
"invited",TRUE,"service"
"marys",TRUE,"food"
"pea",TRUE,"food"
"berries",TRUE,"food"
"cornflakes",TRUE,"food"
"dick's",TRUE,"service"
"rokerij",TRUE,"ambiance"
"pao",TRUE,"food"
"chinese",TRUE,"food"
"vegan",TRUE,"food"
"pescatarian",TRUE,"food"
"artichoke",TRUE,"food"
"gratine",TRUE,"food"
"corn",TRUE,"food"
"dip",TRUE,"food"
"solo",TRUE,"service"
"spicier",TRUE,"food"
"cucumber",TRUE,"food"
"flavored",TRUE,"food"
"chili",TRUE,"food"
"crab",TRUE,"food"
"puffs",TRUE,"food"
"filling",TRUE,"food"
"friend's",TRUE,"service"
"burrito",TRUE,"food"
"serves",TRUE,"service"
"bowls",TRUE,"food"
"pizzas",TRUE,"food"
"checking",TRUE,"service"
"veggie",TRUE,"food"
"blackened",TRUE,"food"
"salmon",TRUE,"food"
"reuben",TRUE,"food"
"reubens",TRUE,"food"
"brewery",TRUE,"drinks"
"classy",TRUE,"ambiance"
"body",TRUE,"food"
"classes",TRUE,"service"
"gym",TRUE,"service"
"goregous",TRUE,"ambiance"
"calming",TRUE,"ambiance"
"remodeled",TRUE,"ambiance"
"cheesy",TRUE,"food"
"imagery",TRUE,"ambiance"
"creepy",TRUE,"other"
"floors",TRUE,"ambiance"
"ceilings",TRUE,"ambiance"
"staircase",TRUE,"ambiance"
"decorations",TRUE,"ambiance"
"modifications",TRUE,"service"
"namaste",TRUE,"ambiance"
"guest",TRUE,"service"
"happening",TRUE,"ambiance"
"rooftop",TRUE,"ambiance"
"gallo",TRUE,"drinks"
"blanco",TRUE,"drinks"
"greeted",TRUE,"service"
"rudely",TRUE,"service"
"pretentious",TRUE,"ambiance"
"hostess",TRUE,"service"
"whisked",TRUE,"service"
"minute",TRUE,"ambiance"
"squeeze",TRUE,"service"
"tartes",TRUE,"food"
"cordon",TRUE,"food"
"creamiest",TRUE,"food"
"tenderloin",TRUE,"food"
"peppery",TRUE,"food"
"tarts",TRUE,"food"
"fancier",TRUE,"ambiance"
"menus",TRUE,"food"
"kinkos",TRUE,"service"
"bone",TRUE,"food"
"fillet",TRUE,"food"
"dazzled",TRUE,"ambiance"
"explaining",TRUE,"service"
"appetite",TRUE,"food"
"guests",TRUE,"service"
"lobster",TRUE,"food"
"mash",TRUE,"food"
"maestros",TRUE,"service"
"servers",TRUE,"service"
"paired",TRUE,"food"
"clubhouse",TRUE,"ambiance"
"melt",TRUE,"food"
"cajun",TRUE,"food"
"dill",TRUE,"food"
"stilton",TRUE,"food"
"appetit",TRUE,"food"
"shade",TRUE,"ambiance"
"chefs",TRUE,"service"
"devoured",TRUE,"food"
"security",TRUE,"service"
"milk",TRUE,"food"
"hipsterness",TRUE,"ambiance"
"baristas",TRUE,"service"
"warmed",TRUE,"food"
"foamed",TRUE,"drinks"
"fruity",TRUE,"drinks"
"espresso",TRUE,"drinks"
"dive",TRUE,"ambiance"
"rink",TRUE,"drinks"
"dunkel",TRUE,"drinks"
"hefeweisen",TRUE,"drinks"
"corona",TRUE,"drinks"
"covers",TRUE,"service"
"joe",TRUE,"drinks"
"express",TRUE,"service"
"dozen",TRUE,"food"
"fulfilled",TRUE,"service"
"donuts",TRUE,"food"
"empanadas",TRUE,"food"
"pressed",TRUE,"service"
"spiced",TRUE,"food"
"subs",TRUE,"food"
"mandala",TRUE,"ambiance"
"masala",TRUE,"food"
"scrambles",TRUE,"food"
"chipper",TRUE,"ambiance"
"manicures",TRUE,"service"
"pedicures",TRUE,"service"
"grill",TRUE,"food"
"training",TRUE,"service"
"feasting",TRUE,"food"
"wall",TRUE,"ambiance"
"ceiling",TRUE,"ambiance"
"autographed",TRUE,"other"
"athletes",TRUE,"other"
"sports",TRUE,"other"
"celebrities",TRUE,"other"
"artifacts",TRUE,"other"
"pairs",TRUE,"food"
"coors",TRUE,"drinks"
"shiner",TRUE,"drinks"
"bock",TRUE,"drinks"
"ipa",TRUE,"drinks"
"rye",TRUE,"food"
"bagel",TRUE,"food"
"coconut",TRUE,"food"
"potato's",TRUE,"food"
"gratin",TRUE,"food"
"cole",TRUE,"food"
"entrée",TRUE,"food"
"starbucks",TRUE,"service"
"brew",TRUE,"drinks"
"bitter",TRUE,"drinks"
"blueberry",TRUE,"food"
"muffin",TRUE,"food"
"indoors",TRUE,"ambiance"
"caffeinated",TRUE,"drinks"
"cakes",TRUE,"food"
"tlc's",TRUE,"service"
"sculpted",TRUE,"ambiance"
"courses",TRUE,"food"
"brulee",TRUE,"food"
"byob",TRUE,"drinks"
"aspect",TRUE,"ambiance"
"corking",TRUE,"service"
"fees",TRUE,"service"
"personally",TRUE,"service"
"handed",TRUE,"service"
"pickup",TRUE,"service"
"flat",TRUE,"food"
"screamed",TRUE,"service"
"dimly",TRUE,"ambiance"
"lit",TRUE,"ambiance"
"fuego",TRUE,"food"
"bistro",TRUE,"ambiance"
"twinkly",TRUE,"ambiance"
"lights",TRUE,"ambiance"
"courtyard",TRUE,"ambiance"
"musician",TRUE,"service"
"southern",TRUE,"food"
"bianco",TRUE,"food"
"9.9999",TRUE,"drinks"
"10",TRUE,"ambiance"
"mayos",TRUE,"food"
"spinach",TRUE,"food"
"baguette",TRUE,"food"
"wheat",TRUE,"food"
"ham",TRUE,"food"
"bayou",TRUE,"ambiance"
"marinated",TRUE,"food"
"crumbles",TRUE,"food"
"provolone",TRUE,"food"
"feta",TRUE,"food"
"yogurt",TRUE,"food"
"marinara",TRUE,"food"
"parmesan",TRUE,"food"
"bentos",TRUE,"food"
"ginger",TRUE,"food"
"katsu",TRUE,"food"
"seller",TRUE,"service"
"easley's",TRUE,"drinks"
"pulling",TRUE,"service"
"assisted",TRUE,"service"
"liberace",TRUE,"ambiance"
"parties",TRUE,"service"
"balsamic",TRUE,"food"
"jelly's",TRUE,"service"
"duck",TRUE,"food"
"40",TRUE,"drinks"
"rich",TRUE,"food"
"plain",TRUE,"food"
"complaints",TRUE,"service"
"hyatt",TRUE,"other"
"rude",TRUE,"service"
"returned",TRUE,"service"
"drafts",TRUE,"drinks"
"immediately.our",TRUE,"other"
"alligator",TRUE,"other"
"it.i",TRUE,"other"
"mignon",TRUE,"other"
"tail.the",TRUE,"other"
"pappadeux",TRUE,"service"
"tail.it",TRUE,"food"
"here.refills",TRUE,"food"
"bill.i",TRUE,"service"
"jazz",TRUE,"other"
"quartet",TRUE,"other"
"room.the",TRUE,"other"
"hear",TRUE,"other"
"huband",TRUE,"other"
"corned",TRUE,"food"
"asparagus",TRUE,"food"
"accompanied",TRUE,"service"
"leftovers",TRUE,"food"
"cocktail",TRUE,"drinks"
"postino's",TRUE,"service"
"aiello's",TRUE,"service"
"scallops",TRUE,"food"
"candle",TRUE,"ambiance"
"guacamole",TRUE,"food"
"fork",TRUE,"food"
"pineapple",TRUE,"food"
"recommending",TRUE,"service"
"restaurant.com",TRUE,"service"
"sheraton",TRUE,"service"
"gambas",TRUE,"food"
"chorizo",TRUE,"food"
"newport",TRUE,"ambiance"
"knowledgeable",TRUE,"service"
"jalapeño",TRUE,"food"
"marg",TRUE,"drinks"
"sol",TRUE,"drinks"
"cocina",TRUE,"food"
"smokehouse",TRUE,"food"
"entrance",TRUE,"ambiance"
"lunches",TRUE,"food"
"purveyor",TRUE,"service"
"portobello",TRUE,"food"
"suggestion",TRUE,"service"
"aj's",TRUE,"food"
"servings",TRUE,"food"
"catering",TRUE,"service"
"stopping",TRUE,"service"
"tidying",TRUE,"service"
"flowers",TRUE,"food"
"purchase",TRUE,"service"
"entered",TRUE,"service"
"choked",TRUE,"ambiance"
"cow",TRUE,"food"
"tongue",TRUE,"food"
"mandalay",TRUE,"ambiance"
"burmese",TRUE,"food"
"betito's",TRUE,"service"
"carne",TRUE,"food"
"asada",TRUE,"food"
"torta",TRUE,"food"
"menudo",TRUE,"food"
"filiberto's",TRUE,"food"
"concession",TRUE,"service"
"feedback",TRUE,"service"
"carpets",TRUE,"ambiance"
"exterior",TRUE,"ambiance"
"cleaned",TRUE,"service"
"carpet",TRUE,"ambiance"
"vacuum",TRUE,"other"
"poor",TRUE,"service"
"ny",TRUE,"ambiance"
"sticks",TRUE,"food"
"pepperoni",TRUE,"food"
"crumbled",TRUE,"food"
"taking",TRUE,"service"
"maui",TRUE,"food"
"kahlua",TRUE,"drinks"
"rumbi",TRUE,"service"
"hawaii",TRUE,"ambiance"
"teriyaki",TRUE,"food"
"coleslaw",TRUE,"food"
"grocery",TRUE,"food"
"professionals",TRUE,"service"
"sandwhich",TRUE,"food"
"ciabatta",TRUE,"food"
"scone",TRUE,"food"
"indian",TRUE,"food"
"citizen's",TRUE,"service"
"simmered",TRUE,"food"
"char",TRUE,"food"
"mesquite",TRUE,"food"
"relax",TRUE,"ambiance"
"breeze",TRUE,"ambiance"
"held",TRUE,"service"
"inconsideration",TRUE,"service"
"providers",TRUE,"service"
"busier",TRUE,"service"
"manicure",TRUE,"service"
"scolded",TRUE,"service"
"disrespected",TRUE,"service"
"pale",TRUE,"service"
"partly",TRUE,"ambiance"
"mexcian",TRUE,"food"
"patios",TRUE,"ambiance"
"pitchers",TRUE,"drinks"
"sangria",TRUE,"drinks"
"serrano",TRUE,"food"
"manchego",TRUE,"food"
"quince",TRUE,"food"
"paste",TRUE,"food"
"pollo",TRUE,"food"
"colonial",TRUE,"ambiance"
"mint",TRUE,"food"
"tomate",TRUE,"food"
"lentils",TRUE,"food"
"drumettes",TRUE,"food"
"communal",TRUE,"ambiance"
"vino",TRUE,"drinks"
"argyle",TRUE,"ambiance"
"bubbly",TRUE,"drinks"
"absinthe",TRUE,"drinks"
"chard",TRUE,"food"
"tastes",TRUE,"food"
"fermented",TRUE,"food"
"grape",TRUE,"food"
"eyelas",TRUE,"service"
"quicker",TRUE,"service"
"mesa",TRUE,"ambiance"
"tops",TRUE,"food"
"atlantic",TRUE,"food"
"haddock",TRUE,"food"
"breaded",TRUE,"food"
"boiled",TRUE,"food"
"romaine",TRUE,"food"
"tartar",TRUE,"food"
"roll",TRUE,"food"
"background",TRUE,"ambiance"
"salivates",TRUE,"food"
"staying",TRUE,"service"
"warmly",TRUE,"ambiance"
"gluten",TRUE,"food"
"malee's",TRUE,"service"
"repeating",TRUE,"ambiance"
"bros",TRUE,"service"
"establishment",TRUE,"ambiance"
"carolina's",TRUE,"food"
"appearance",TRUE,"ambiance"
"lacks",TRUE,"service"
"icing",TRUE,"food"
"gardens",TRUE,"ambiance"
"weddings",TRUE,"service"
"receptions",TRUE,"service"
"managed",TRUE,"service"
"filibertos",TRUE,"food"
"cozy",TRUE,"ambiance"
"kart",TRUE,"service"
"peacefully",TRUE,"ambiance"
"grinds",TRUE,"food"
"wifi",TRUE,"service"
"kinds",TRUE,"food"
"indians",TRUE,"food"
"frills",TRUE,"ambiance"
"burritos",TRUE,"food"
"hearty",TRUE,"food"
"sonoran",TRUE,"food"
"tex",TRUE,"food"
"mex",TRUE,"food"
"enchilada",TRUE,"food"
"bottled",TRUE,"drinks"
